subscription_id,customer_id,platform,start_date,end_date,price,plan_type,status
380,1948,Zee5,14-10-2025,01-05-2026,499,Yearly,Expired
381,2601,Disney+ Hotstar,29-09-2024,25-02-2026,499,Quarterly,Active
382,4090,Netflix,19-10-2024,06-04-2026,149,Monthly,Expired
383,910,Disney+ Hotstar,22-04-2025,16-03-2026,499,Yearly,Active
384,5507,Netflix,01-02-2024,06-01-2026,199,Quarterly,Active
385,539,Disney+ Hotstar,06-03-2025,08-05-2026,499,Quarterly,Expired
386,1938,Amazon Prime,19-08-2025,23-12-2025,199,Quarterly,Active
387,876,Amazon Prime,15-06-2024,27-03-2026,499,Yearly,Active
388,5796,Netflix,08-03-2025,17-04-2026,99,Quarterly,Expired
389,1068,Netflix,29-09-2025,30-11-2025,499,Monthly,Expired
390,36,Netflix,10-06-2025,17-01-2026,149,Monthly,Active
391,1931,Amazon Prime,25-09-2024,01-01-2026,499,Monthly,Active
392,1785,Amazon Prime,17-01-2024,13-05-2026,199,Quarterly,Expired
393,905,Netflix,23-01-2024,28-04-2026,499,Yearly,Active
394,3119,Disney+ Hotstar,13-09-2025,03-04-2026,299,Yearly,Active
395,1751,Zee5,06-02-2025,21-04-2026,299,Monthly,Active
396,3442,Disney+ Hotstar,23-07-2024,31-03-2026,499,Quarterly,Expired
397,810,Zee5,13-09-2024,19-01-2026,199,Monthly,Expired
398,983,Amazon Prime,09-07-2024,10-04-2026,299,Yearly,Active
399,123,Disney+ Hotstar,21-01-2025,28-04-2026,299,Yearly,Expired
400,1531,Netflix,15-03-2025,23-12-2025,99,Monthly,Active
401,1031,Amazon Prime,19-05-2024,21-04-2026,499,Quarterly,Expired
402,2190,Amazon Prime,05-12-2023,29-03-2026,149,Quarterly,Active
403,4479,Amazon Prime,06-10-2024,15-02-2026,499,Quarterly,Expired
404,2721,SonyLIV,25-03-2024,01-03-2026,149,Monthly,Expired
405,3356,Zee5,22-10-2025,05-04-2026,199,Monthly,Expired
406,5766,Netflix,04-12-2024,18-03-2026,299,Quarterly,Active
407,1162,Disney+ Hotstar,08-10-2024,27-12-2025,149,Yearly,Expired
408,2904,Amazon Prime,08-02-2024,04-03-2026,99,Yearly,Expired
409,2218,Disney+ Hotstar,09-10-2025,01-03-2026,499,Quarterly,Active
410,5751,Amazon Prime,07-12-2023,12-05-2026,149,Monthly,Expired
411,3494,Amazon Prime,04-09-2024,15-02-2026,149,Monthly,Active
412,2871,Disney+ Hotstar,26-12-2024,28-01-2026,299,Quarterly,Expired
413,3640,SonyLIV,29-10-2025,24-12-2025,99,Monthly,Expired
414,177,Netflix,19-11-2025,04-12-2025,499,Yearly,Expired
415,1139,Zee5,01-11-2025,15-04-2026,499,Monthly,Active
416,259,Disney+ Hotstar,18-06-2025,25-01-2026,99,Yearly,Active
417,1848,SonyLIV,18-07-2024,23-04-2026,99,Yearly,Active
418,4691,Zee5,29-11-2023,07-01-2026,199,Monthly,Expired
419,954,SonyLIV,03-06-2025,03-01-2026,99,Monthly,Active
420,2977,SonyLIV,08-10-2025,23-04-2026,499,Quarterly,Expired
421,2322,Disney+ Hotstar,12-07-2025,03-12-2025,499,Quarterly,Expired
422,5581,Zee5,22-06-2024,18-03-2026,199,Yearly,Active
423,3318,Netflix,04-02-2024,13-04-2026,199,Monthly,Expired
424,1525,Amazon Prime,04-08-2024,27-02-2026,199,Monthly,Active
425,3263,Netflix,29-08-2024,17-02-2026,499,Quarterly,Expired
426,4941,SonyLIV,21-12-2024,05-01-2026,149,Monthly,Expired
427,234,SonyLIV,03-04-2024,09-01-2026,499,Quarterly,Expired
428,1982,SonyLIV,08-09-2025,12-12-2025,99,Monthly,Active
429,2329,Zee5,11-09-2024,12-02-2026,299,Monthly,Active
430,513,Netflix,20-09-2024,05-01-2026,149,Yearly,Active
431,10,Zee5,11-07-2024,25-05-2026,299,Monthly,Active
432,65,Disney+ Hotstar,24-04-2025,16-03-2026,99,Monthly,Expired
433,5756,SonyLIV,21-09-2025,16-04-2026,149,Monthly,Active
434,4426,Netflix,22-05-2025,03-01-2026,99,Monthly,Expired
435,4545,Amazon Prime,12-09-2024,24-04-2026,99,Quarterly,Active
436,4783,Disney+ Hotstar,21-09-2024,31-01-2026,299,Quarterly,Active
437,5907,SonyLIV,25-09-2024,14-12-2025,199,Monthly,Active
438,2471,Disney+ Hotstar,26-01-2024,10-12-2025,199,Quarterly,Active
439,1311,SonyLIV,02-12-2023,14-02-2026,499,Quarterly,Active
440,1541,Zee5,10-02-2025,05-02-2026,99,Monthly,Expired
441,1973,Netflix,23-07-2025,28-01-2026,149,Quarterly,Active
442,554,Netflix,05-11-2025,20-03-2026,99,Quarterly,Expired
443,5631,Amazon Prime,20-02-2024,20-05-2026,299,Yearly,Expired
444,5297,Disney+ Hotstar,23-02-2024,14-12-2025,99,Monthly,Expired
445,4482,Zee5,24-06-2024,24-05-2026,499,Quarterly,Active
446,3148,SonyLIV,28-06-2024,09-04-2026,299,Yearly,Active
447,5374,Amazon Prime,03-09-2024,17-04-2026,99,Yearly,Active
448,1461,Amazon Prime,12-05-2025,22-02-2026,99,Quarterly,Expired
449,1253,Disney+ Hotstar,20-09-2024,05-02-2026,99,Yearly,Active
450,1741,Amazon Prime,18-12-2023,22-02-2026,149,Yearly,Expired
451,5216,SonyLIV,29-09-2025,30-11-2025,199,Quarterly,Active
452,5372,Disney+ Hotstar,04-09-2024,31-03-2026,99,Yearly,Active
453,2480,Netflix,09-04-2024,24-05-2026,199,Quarterly,Active
454,879,Amazon Prime,04-01-2025,24-05-2026,149,Yearly,Active
455,911,SonyLIV,09-07-2025,03-02-2026,299,Monthly,Expired
456,4634,Amazon Prime,17-05-2025,18-12-2025,149,Yearly,Expired
457,4670,Disney+ Hotstar,05-11-2025,18-01-2026,199,Yearly,Active
458,2942,Amazon Prime,14-05-2025,15-04-2026,149,Yearly,Expired
459,4733,Amazon Prime,20-11-2025,30-01-2026,499,Quarterly,Active
460,3574,Netflix,02-01-2025,25-12-2025,149,Yearly,Active
461,4711,Zee5,17-05-2025,25-01-2026,299,Monthly,Expired
462,255,Zee5,03-10-2025,14-03-2026,299,Monthly,Expired
463,4462,Netflix,04-09-2024,18-04-2026,149,Monthly,Active
464,384,Netflix,04-05-2024,10-04-2026,499,Monthly,Expired
465,1021,Amazon Prime,13-05-2024,01-05-2026,299,Yearly,Expired
466,3239,Zee5,27-11-2025,26-05-2026,499,Yearly,Active
467,3959,Disney+ Hotstar,06-09-2025,21-02-2026,299,Monthly,Expired
468,5728,Disney+ Hotstar,24-12-2023,01-04-2026,99,Quarterly,Expired
469,5124,Zee5,12-05-2024,30-03-2026,299,Monthly,Active
470,5696,SonyLIV,10-10-2025,03-03-2026,99,Yearly,Expired
471,5316,Netflix,28-02-2024,21-01-2026,499,Yearly,Expired
472,1503,SonyLIV,25-10-2025,17-05-2026,149,Quarterly,Expired
473,5195,Zee5,09-02-2025,11-03-2026,199,Yearly,Expired
474,3133,Netflix,05-11-2024,23-02-2026,149,Quarterly,Active
475,4504,SonyLIV,16-12-2024,31-03-2026,499,Monthly,Active
476,4955,Disney+ Hotstar,04-01-2025,04-04-2026,199,Yearly,Active
477,2257,SonyLIV,27-08-2025,14-02-2026,149,Monthly,Expired
478,168,Disney+ Hotstar,10-11-2024,06-03-2026,499,Yearly,Expired
479,2961,Netflix,08-06-2025,05-02-2026,499,Yearly,Expired
480,5165,SonyLIV,24-01-2024,20-01-2026,99,Yearly,Active
481,5456,Disney+ Hotstar,26-03-2024,08-01-2026,99,Monthly,Active
482,1323,Disney+ Hotstar,15-01-2025,05-01-2026,149,Yearly,Active
483,576,Zee5,04-02-2025,13-12-2025,299,Quarterly,Active
484,1175,SonyLIV,25-12-2024,06-02-2026,199,Yearly,Expired
485,4827,Zee5,25-01-2024,04-03-2026,149,Quarterly,Expired
486,4904,SonyLIV,17-10-2025,10-12-2025,149,Yearly,Active
487,1939,SonyLIV,08-05-2024,12-12-2025,199,Quarterly,Expired
488,2763,Amazon Prime,11-07-2024,22-12-2025,149,Quarterly,Expired
489,5886,Zee5,04-08-2025,18-05-2026,199,Monthly,Active
490,388,Disney+ Hotstar,15-10-2024,26-04-2026,99,Yearly,Active
491,547,Amazon Prime,12-12-2024,06-05-2026,499,Quarterly,Expired
492,5822,Netflix,03-05-2024,19-02-2026,149,Quarterly,Expired
493,601,Disney+ Hotstar,08-02-2024,02-04-2026,99,Monthly,Expired
494,134,Netflix,05-02-2024,14-12-2025,149,Monthly,Active
495,3591,Amazon Prime,25-11-2024,04-02-2026,299,Monthly,Active
496,284,Disney+ Hotstar,28-01-2025,17-12-2025,499,Quarterly,Expired
497,962,Zee5,16-11-2025,30-01-2026,199,Monthly,Active
498,1635,Disney+ Hotstar,14-03-2025,28-01-2026,199,Monthly,Active
499,1315,Netflix,10-10-2025,28-04-2026,299,Monthly,Expired
500,1824,Netflix,03-11-2024,16-02-2026,99,Monthly,Expired
501,1151,Amazon Prime,04-02-2025,14-04-2026,499,Quarterly,Active
502,250,Netflix,29-10-2025,25-01-2026,149,Monthly,Expired
503,4778,Netflix,15-01-2025,12-03-2026,499,Yearly,Active
504,2215,Netflix,06-02-2024,22-05-2026,199,Quarterly,Active
505,838,SonyLIV,06-10-2024,28-03-2026,99,Monthly,Active
506,3127,Amazon Prime,10-02-2025,11-12-2025,99,Quarterly,Active
507,2874,Zee5,13-12-2023,21-05-2026,99,Monthly,Active
508,3497,Amazon Prime,26-08-2025,23-03-2026,99,Quarterly,Expired
509,5695,Zee5,21-01-2025,29-12-2025,499,Quarterly,Expired
510,5130,Netflix,02-11-2024,15-04-2026,499,Quarterly,Expired
511,1588,Zee5,15-05-2025,05-01-2026,299,Monthly,Active
512,2480,Amazon Prime,22-11-2024,28-11-2025,299,Monthly,Expired
513,3691,Zee5,05-11-2025,24-02-2026,99,Monthly,Expired
514,4586,Amazon Prime,30-10-2024,12-02-2026,99,Yearly,Active
515,4362,Netflix,17-04-2025,02-12-2025,299,Yearly,Expired
516,4628,Disney+ Hotstar,27-10-2025,04-12-2025,149,Monthly,Expired
517,1198,Zee5,01-03-2025,13-05-2026,499,Yearly,Expired
518,5460,Disney+ Hotstar,24-07-2025,14-04-2026,299,Monthly,Active
519,1903,Zee5,14-08-2025,25-04-2026,99,Yearly,Active
520,5783,SonyLIV,29-07-2024,10-01-2026,99,Quarterly,Expired
521,1840,Zee5,11-10-2025,21-02-2026,99,Monthly,Expired
522,1211,Disney+ Hotstar,19-12-2024,23-03-2026,99,Quarterly,Active
523,5843,Netflix,23-01-2024,28-01-2026,149,Yearly,Active
524,1741,Amazon Prime,28-04-2024,18-05-2026,99,Quarterly,Active
525,1644,Disney+ Hotstar,21-09-2024,10-12-2025,149,Quarterly,Expired
526,3453,Netflix,11-06-2024,20-12-2025,149,Quarterly,Active
527,1432,SonyLIV,06-06-2025,21-03-2026,299,Quarterly,Expired
528,3326,SonyLIV,04-04-2025,05-03-2026,99,Quarterly,Active
529,3381,Amazon Prime,13-10-2025,16-04-2026,149,Yearly,Expired
530,1415,Zee5,24-07-2024,08-04-2026,499,Yearly,Expired
531,2060,Amazon Prime,22-03-2024,09-03-2026,199,Yearly,Active
532,5747,Amazon Prime,25-10-2024,06-12-2025,199,Yearly,Expired
533,5141,Amazon Prime,20-02-2025,01-12-2025,199,Monthly,Active
534,3444,Disney+ Hotstar,29-07-2025,21-02-2026,299,Yearly,Active
535,5544,Zee5,06-01-2025,31-12-2025,199,Yearly,Active
536,3003,Netflix,11-06-2025,26-12-2025,149,Yearly,Expired
537,52,Netflix,24-01-2025,04-02-2026,199,Monthly,Active
538,3845,Zee5,17-06-2025,25-12-2025,99,Monthly,Expired
539,3279,Netflix,08-12-2024,06-02-2026,99,Monthly,Active
540,1482,Zee5,28-06-2025,15-05-2026,299,Monthly,Active
541,2771,Zee5,07-09-2025,30-01-2026,499,Yearly,Active
542,5945,Disney+ Hotstar,17-08-2025,11-02-2026,299,Quarterly,Active
543,2581,Netflix,14-07-2025,30-01-2026,499,Monthly,Active
544,1921,Amazon Prime,22-11-2025,12-05-2026,199,Monthly,Active
545,5141,Zee5,25-08-2025,26-04-2026,499,Yearly,Expired
546,5577,Zee5,07-01-2025,08-05-2026,299,Monthly,Expired
547,4905,Netflix,30-11-2024,02-03-2026,99,Monthly,Active
548,4405,Zee5,21-01-2024,09-05-2026,299,Quarterly,Active
549,4502,Zee5,13-11-2024,16-01-2026,149,Monthly,Active
550,5219,Netflix,09-05-2025,30-01-2026,149,Yearly,Active
551,3438,Zee5,10-09-2024,12-05-2026,299,Yearly,Active
552,3801,Netflix,09-12-2024,13-04-2026,299,Quarterly,Active
553,1585,SonyLIV,15-08-2024,06-04-2026,299,Quarterly,Expired
554,2560,SonyLIV,24-08-2025,12-02-2026,199,Monthly,Active
555,755,Netflix,27-01-2024,23-04-2026,499,Quarterly,Active
556,3876,Zee5,29-09-2025,12-12-2025,199,Monthly,Active
557,1696,Disney+ Hotstar,26-03-2024,16-12-2025,99,Monthly,Expired
558,1512,Disney+ Hotstar,24-07-2025,25-05-2026,199,Quarterly,Active
559,4461,Amazon Prime,23-05-2024,13-04-2026,299,Quarterly,Active
560,3868,Amazon Prime,10-06-2024,15-03-2026,99,Quarterly,Expired
561,1951,SonyLIV,03-01-2024,23-05-2026,499,Yearly,Active
562,2693,Disney+ Hotstar,11-07-2024,25-03-2026,499,Yearly,Expired
563,1710,Disney+ Hotstar,31-07-2025,30-12-2025,149,Monthly,Active
564,1379,Zee5,16-12-2024,03-04-2026,499,Yearly,Expired
565,3108,Amazon Prime,28-06-2025,04-03-2026,149,Monthly,Expired
566,4647,SonyLIV,10-03-2024,30-04-2026,149,Monthly,Active
567,47,SonyLIV,30-10-2025,05-12-2025,99,Monthly,Active
568,4305,Disney+ Hotstar,01-07-2025,15-03-2026,199,Quarterly,Active
569,5306,Disney+ Hotstar,23-12-2024,06-04-2026,199,Monthly,Active
570,4372,SonyLIV,04-05-2025,02-01-2026,99,Quarterly,Active
571,4108,Netflix,10-09-2025,13-05-2026,99,Quarterly,Expired
572,5379,Disney+ Hotstar,25-07-2024,17-04-2026,499,Yearly,Active
573,2148,Amazon Prime,15-04-2024,21-01-2026,199,Yearly,Expired
574,1928,Disney+ Hotstar,04-08-2025,07-02-2026,99,Monthly,Expired
575,5888,Amazon Prime,21-09-2025,08-04-2026,299,Monthly,Expired
576,1482,Zee5,03-01-2025,19-12-2025,499,Monthly,Expired
577,1155,SonyLIV,10-05-2025,03-05-2026,149,Quarterly,Active
578,671,Disney+ Hotstar,04-05-2024,08-05-2026,199,Yearly,Active
579,408,Amazon Prime,13-09-2024,23-01-2026,499,Quarterly,Expired
580,415,Zee5,28-02-2025,12-03-2026,299,Monthly,Active
581,5155,Disney+ Hotstar,05-01-2024,05-02-2026,199,Yearly,Active
582,277,Zee5,30-01-2025,08-12-2025,149,Yearly,Expired
583,1756,Netflix,01-01-2024,22-05-2026,199,Monthly,Expired
584,1441,Disney+ Hotstar,04-12-2024,13-01-2026,99,Quarterly,Expired
585,1378,Amazon Prime,06-01-2024,28-12-2025,499,Quarterly,Expired
586,796,Amazon Prime,10-08-2025,14-12-2025,499,Yearly,Active
587,1187,Zee5,22-10-2025,16-01-2026,99,Monthly,Active
588,1167,Zee5,29-07-2025,21-02-2026,199,Monthly,Expired
589,2577,SonyLIV,08-07-2024,22-12-2025,149,Monthly,Expired
590,81,SonyLIV,19-12-2024,09-04-2026,299,Quarterly,Active
591,4489,Netflix,29-04-2024,04-04-2026,199,Monthly,Expired
592,4664,Disney+ Hotstar,16-04-2024,01-05-2026,499,Monthly,Expired
593,5526,SonyLIV,06-02-2024,13-03-2026,499,Yearly,Expired
594,3563,Amazon Prime,12-05-2024,11-02-2026,199,Yearly,Expired
595,180,Amazon Prime,28-01-2025,20-02-2026,199,Monthly,Active
596,4980,Amazon Prime,20-04-2025,19-01-2026,499,Yearly,Active
597,2242,Netflix,15-04-2024,01-02-2026,149,Monthly,Expired
598,691,Disney+ Hotstar,24-02-2024,11-03-2026,99,Yearly,Expired
599,4376,Disney+ Hotstar,05-05-2025,17-01-2026,299,Quarterly,Expired
600,581,Netflix,06-03-2024,14-05-2026,299,Quarterly,Active
601,4131,Disney+ Hotstar,25-07-2024,17-03-2026,299,Quarterly,Expired
602,5138,Zee5,13-11-2024,22-02-2026,99,Monthly,Active
603,3749,Disney+ Hotstar,02-02-2024,15-04-2026,499,Yearly,Active
604,5302,Netflix,13-07-2024,04-01-2026,199,Yearly,Expired
605,5334,Netflix,30-05-2025,07-05-2026,499,Yearly,Expired
606,1235,Zee5,01-08-2024,06-02-2026,149,Quarterly,Expired
607,3230,Amazon Prime,24-04-2024,03-05-2026,199,Quarterly,Expired
608,4629,SonyLIV,01-12-2023,21-04-2026,499,Yearly,Active
609,5073,Netflix,17-07-2024,25-04-2026,149,Yearly,Expired
610,5840,Disney+ Hotstar,18-03-2024,09-03-2026,299,Yearly,Active
611,3225,Disney+ Hotstar,16-07-2024,19-03-2026,149,Monthly,Expired
612,4866,SonyLIV,13-10-2024,22-12-2025,99,Yearly,Expired
613,3793,Zee5,13-02-2025,25-04-2026,99,Monthly,Expired
614,1110,Amazon Prime,23-11-2024,28-01-2026,149,Yearly,Expired
615,1717,Amazon Prime,07-11-2024,11-05-2026,99,Quarterly,Active
616,5979,SonyLIV,26-10-2024,03-01-2026,149,Monthly,Active
617,3843,SonyLIV,20-12-2023,24-03-2026,499,Quarterly,Expired
618,633,Amazon Prime,11-01-2025,25-04-2026,499,Monthly,Expired
619,439,SonyLIV,01-06-2025,20-03-2026,99,Yearly,Expired
620,380,Netflix,15-03-2025,15-01-2026,149,Quarterly,Expired
621,2336,Disney+ Hotstar,20-08-2025,27-01-2026,149,Quarterly,Active
622,4806,Zee5,31-07-2025,24-01-2026,199,Quarterly,Active
623,2435,Amazon Prime,22-11-2025,23-05-2026,99,Yearly,Active
624,2752,SonyLIV,23-12-2024,17-04-2026,149,Yearly,Active
625,37,SonyLIV,24-01-2024,18-12-2025,149,Quarterly,Active
626,2698,SonyLIV,30-11-2023,29-11-2025,499,Monthly,Active
627,2440,SonyLIV,17-09-2024,26-12-2025,499,Monthly,Expired
628,2497,Disney+ Hotstar,28-08-2025,25-01-2026,99,Quarterly,Expired
629,3637,Disney+ Hotstar,02-11-2025,24-03-2026,499,Quarterly,Active
630,1665,SonyLIV,07-06-2024,15-05-2026,199,Yearly,Active
631,5017,Zee5,23-01-2025,26-12-2025,299,Yearly,Expired
632,1268,Amazon Prime,02-10-2025,18-01-2026,299,Monthly,Expired
633,3860,SonyLIV,21-11-2025,17-04-2026,299,Yearly,Active
634,5368,SonyLIV,23-11-2025,05-03-2026,299,Monthly,Expired
635,269,Netflix,11-11-2024,30-11-2025,299,Yearly,Expired
636,5934,Zee5,07-10-2024,19-03-2026,149,Quarterly,Expired
637,4539,Zee5,20-05-2025,10-03-2026,299,Monthly,Expired
638,1331,Amazon Prime,31-08-2025,07-05-2026,199,Quarterly,Active
639,5762,Amazon Prime,23-06-2025,29-12-2025,499,Monthly,Expired
640,4631,Disney+ Hotstar,15-04-2025,24-01-2026,149,Yearly,Expired
641,2767,Zee5,27-03-2024,27-02-2026,299,Yearly,Expired
642,3112,Netflix,25-02-2025,15-02-2026,299,Quarterly,Expired
643,272,Disney+ Hotstar,13-03-2025,02-12-2025,149,Quarterly,Active
644,417,Amazon Prime,27-04-2025,06-12-2025,99,Quarterly,Active
645,2238,Netflix,16-11-2025,28-01-2026,499,Yearly,Expired
646,5879,SonyLIV,10-11-2025,28-04-2026,199,Quarterly,Active
647,2403,SonyLIV,02-02-2024,01-02-2026,499,Yearly,Active
648,21,Amazon Prime,13-01-2024,15-01-2026,199,Yearly,Expired
649,4979,Zee5,13-05-2025,01-01-2026,99,Monthly,Active
650,4409,Zee5,11-06-2024,19-12-2025,99,Yearly,Expired
651,2056,SonyLIV,31-08-2024,29-01-2026,299,Quarterly,Expired
652,1426,Amazon Prime,21-06-2025,19-01-2026,299,Monthly,Active
653,4138,Zee5,14-12-2024,02-03-2026,199,Monthly,Expired
654,1636,Amazon Prime,20-07-2025,01-12-2025,499,Quarterly,Expired
655,2023,SonyLIV,24-09-2024,11-12-2025,299,Yearly,Expired
656,4318,Disney+ Hotstar,25-09-2024,16-05-2026,199,Monthly,Expired
657,1204,Netflix,18-10-2024,23-04-2026,199,Monthly,Active
658,1490,Zee5,10-12-2023,31-03-2026,499,Yearly,Expired
659,5398,SonyLIV,23-05-2024,31-01-2026,99,Yearly,Active
660,5406,Zee5,16-12-2024,28-03-2026,299,Yearly,Expired
661,2677,Disney+ Hotstar,31-07-2025,18-12-2025,99,Yearly,Active
662,2904,SonyLIV,05-05-2025,25-02-2026,99,Monthly,Active
663,4736,SonyLIV,24-07-2025,04-02-2026,499,Monthly,Active
664,5493,SonyLIV,13-01-2025,26-12-2025,99,Quarterly,Active
665,1985,SonyLIV,20-06-2025,28-11-2025,149,Monthly,Active
666,5087,Netflix,01-02-2025,29-04-2026,499,Yearly,Expired
667,29,SonyLIV,12-12-2024,05-03-2026,299,Quarterly,Expired
668,4227,SonyLIV,20-07-2024,04-05-2026,149,Yearly,Expired
669,5558,Disney+ Hotstar,24-04-2024,19-03-2026,99,Yearly,Active
670,2351,Amazon Prime,11-10-2024,08-01-2026,499,Quarterly,Expired
671,5768,Zee5,17-07-2025,23-03-2026,499,Monthly,Active
672,3878,Disney+ Hotstar,07-01-2024,21-05-2026,499,Yearly,Active
673,3069,Zee5,25-04-2025,02-05-2026,499,Monthly,Active
674,641,SonyLIV,20-03-2025,15-04-2026,199,Monthly,Active
675,1650,Netflix,21-10-2025,22-04-2026,99,Yearly,Expired
676,2694,Disney+ Hotstar,22-06-2024,13-03-2026,299,Quarterly,Expired
677,2558,SonyLIV,16-07-2025,17-02-2026,199,Monthly,Expired
678,1505,Netflix,07-06-2025,03-02-2026,199,Yearly,Active
679,2470,Zee5,12-09-2024,30-03-2026,149,Monthly,Expired
680,4650,Zee5,04-01-2024,18-01-2026,299,Monthly,Expired
681,1492,Zee5,11-07-2024,10-05-2026,99,Quarterly,Expired
682,5839,Netflix,07-05-2024,26-12-2025,299,Monthly,Expired
683,1248,Amazon Prime,01-03-2025,11-05-2026,199,Quarterly,Expired
684,317,Netflix,08-03-2024,11-01-2026,99,Yearly,Active
685,4104,Amazon Prime,25-03-2025,16-04-2026,99,Quarterly,Active
686,2480,Disney+ Hotstar,12-02-2025,11-03-2026,149,Monthly,Expired
687,3118,Disney+ Hotstar,17-09-2024,15-12-2025,499,Quarterly,Expired
688,3174,Amazon Prime,07-02-2025,04-04-2026,99,Monthly,Expired
689,1576,SonyLIV,20-10-2025,18-05-2026,99,Yearly,Active
690,3752,Amazon Prime,01-09-2024,07-01-2026,499,Monthly,Active
691,5258,Disney+ Hotstar,19-01-2025,29-12-2025,149,Yearly,Expired
692,2240,Zee5,09-01-2024,13-01-2026,299,Monthly,Expired
693,2173,Zee5,13-04-2025,01-01-2026,299,Monthly,Active
694,628,SonyLIV,02-05-2025,14-12-2025,149,Monthly,Expired
695,5782,Amazon Prime,05-06-2025,10-01-2026,199,Yearly,Active
696,574,Zee5,08-03-2024,09-03-2026,199,Yearly,Expired
697,5090,Disney+ Hotstar,20-09-2025,11-05-2026,99,Yearly,Expired
698,3040,Netflix,29-05-2024,27-01-2026,499,Yearly,Expired
699,2848,SonyLIV,29-04-2025,02-04-2026,299,Monthly,Active
700,2615,Zee5,18-04-2024,16-01-2026,199,Monthly,Expired
701,475,Netflix,20-04-2024,28-12-2025,299,Monthly,Expired
702,1148,Zee5,23-12-2024,12-03-2026,149,Quarterly,Active
703,5901,Zee5,29-11-2024,27-01-2026,499,Yearly,Active
704,2264,Amazon Prime,17-04-2025,15-12-2025,199,Monthly,Expired
705,5446,Zee5,13-04-2025,19-04-2026,499,Yearly,Expired
706,936,Disney+ Hotstar,27-07-2024,07-04-2026,99,Yearly,Expired
707,3880,Zee5,26-08-2024,02-12-2025,199,Monthly,Expired
708,1111,SonyLIV,10-07-2025,05-03-2026,99,Quarterly,Expired
709,416,Amazon Prime,10-08-2024,12-02-2026,149,Monthly,Expired
710,3609,SonyLIV,01-06-2025,31-03-2026,199,Monthly,Active
711,2080,Netflix,04-11-2024,16-05-2026,299,Quarterly,Active
712,5038,Amazon Prime,28-02-2024,22-04-2026,149,Yearly,Active
713,5178,Zee5,22-06-2024,10-01-2026,99,Monthly,Active
714,2476,Disney+ Hotstar,15-02-2025,06-02-2026,99,Monthly,Active
715,2211,Zee5,26-12-2023,26-02-2026,299,Quarterly,Active
716,579,Disney+ Hotstar,31-12-2023,11-03-2026,199,Yearly,Active
717,3084,Zee5,14-02-2025,28-02-2026,299,Yearly,Expired
718,3318,SonyLIV,21-11-2024,21-05-2026,499,Monthly,Expired
719,4128,Disney+ Hotstar,08-01-2024,05-01-2026,99,Yearly,Expired
720,3993,Netflix,30-06-2025,22-01-2026,99,Monthly,Active
721,1185,Netflix,29-07-2024,17-03-2026,299,Quarterly,Expired
722,2927,SonyLIV,05-03-2024,31-12-2025,499,Yearly,Active
723,2043,Amazon Prime,05-12-2023,11-04-2026,199,Monthly,Expired
724,2131,Netflix,21-04-2025,04-12-2025,99,Quarterly,Active
725,3458,Amazon Prime,10-05-2024,11-04-2026,199,Monthly,Active
726,909,Zee5,06-08-2024,26-02-2026,199,Yearly,Active
727,4000,SonyLIV,14-10-2024,14-05-2026,99,Quarterly,Expired
728,1946,Netflix,15-12-2024,03-01-2026,199,Yearly,Expired
729,4677,Disney+ Hotstar,03-06-2025,05-01-2026,199,Quarterly,Active
730,3398,Amazon Prime,06-11-2025,17-03-2026,99,Yearly,Active
731,1888,SonyLIV,01-11-2024,23-01-2026,299,Quarterly,Expired
732,1703,Disney+ Hotstar,12-07-2024,05-02-2026,199,Quarterly,Expired
733,5637,Netflix,25-04-2025,11-01-2026,99,Yearly,Expired
734,658,Netflix,20-06-2025,12-02-2026,199,Monthly,Active
735,1908,Netflix,17-09-2025,08-01-2026,199,Monthly,Expired
736,3624,Disney+ Hotstar,30-11-2023,19-05-2026,149,Yearly,Expired
737,4810,Netflix,30-08-2024,20-05-2026,99,Monthly,Active
738,2249,Netflix,15-01-2025,18-05-2026,99,Monthly,Active
739,857,Zee5,04-07-2025,14-12-2025,299,Yearly,Expired
740,2133,Disney+ Hotstar,03-01-2024,28-01-2026,99,Yearly,Expired
741,296,Zee5,02-02-2024,28-04-2026,99,Quarterly,Expired
742,276,Netflix,20-08-2025,18-02-2026,99,Yearly,Expired
743,3880,Zee5,19-08-2024,24-05-2026,499,Quarterly,Active
744,1604,Disney+ Hotstar,15-07-2025,24-01-2026,499,Monthly,Active
745,690,Netflix,27-09-2024,18-04-2026,499,Monthly,Active
746,112,Zee5,09-06-2024,08-01-2026,199,Monthly,Active
747,1806,Amazon Prime,04-05-2025,14-04-2026,199,Yearly,Active
748,910,Zee5,31-05-2024,02-12-2025,299,Monthly,Expired
