complaint_id,customer_id,complaint_date,category,description,status,priority,agent
375,3262,20-03-2025,Network Issue,Sample complaint description,In Progress,High,Stephen
376,2948,24-12-2024,Other,Sample complaint description,Open,Low,Courtney
377,3530,13-02-2024,SIM Issue,Sample complaint description,Closed,High,Linda
378,1867,13-07-2024,Billing Issue,Sample complaint description,Closed,Low,Michele
379,2833,15-02-2024,Billing Issue,Sample complaint description,Open,Low,Jenna
380,605,17-03-2025,SIM Issue,Sample complaint description,Open,Medium,Robert
381,4271,25-03-2025,Billing Issue,Sample complaint description,Closed,High,Amanda
382,2686,13-04-2024,SIM Issue,Sample complaint description,Open,Low,Martin
383,1281,28-01-2024,Other,Sample complaint description,Open,Medium,Christine
384,1423,06-02-2025,Billing Issue,Sample complaint description,Closed,High,Cathy
385,3431,04-04-2025,SIM Issue,Sample complaint description,Open,Low,Meghan
386,2046,14-09-2024,Other,Sample complaint description,Open,Medium,Tina
387,1031,17-06-2025,Billing Issue,Sample complaint description,Closed,Medium,Richard
388,1897,04-04-2025,SIM Issue,Sample complaint description,Closed,Low,Erin
389,1819,29-04-2024,Billing Issue,Sample complaint description,Open,Medium,Stephanie
390,2588,21-01-2025,Other,Sample complaint description,Closed,High,Carla
391,5937,25-02-2025,Network Issue,Sample complaint description,Open,Low,John
392,3724,05-01-2024,Billing Issue,Sample complaint description,In Progress,Medium,Joshua
393,1410,15-12-2023,Other,Sample complaint description,In Progress,Low,Stephanie
394,5850,06-07-2024,Other,Sample complaint description,Open,Medium,Natalie
395,4760,11-04-2024,Network Issue,Sample complaint description,Closed,Medium,Jodi
396,4741,17-01-2025,Billing Issue,Sample complaint description,Open,High,Seth
397,4818,09-06-2024,SIM Issue,Sample complaint description,Closed,Medium,Tammy
398,3018,13-02-2024,Other,Sample complaint description,Open,Low,Tanya
399,1642,30-04-2024,Network Issue,Sample complaint description,In Progress,Medium,Richard
400,4074,05-07-2025,Network Issue,Sample complaint description,Open,High,Monica
401,3634,11-05-2024,Billing Issue,Sample complaint description,Closed,Medium,Stacey
402,5172,16-04-2024,Billing Issue,Sample complaint description,Closed,Low,Jill
403,5388,20-01-2025,SIM Issue,Sample complaint description,In Progress,High,Michelle
404,4983,11-10-2024,SIM Issue,Sample complaint description,In Progress,Medium,Julie
405,587,06-04-2025,Other,Sample complaint description,Open,Medium,Theodore
406,1985,15-03-2025,Other,Sample complaint description,Closed,High,Cindy
407,3587,02-04-2024,SIM Issue,Sample complaint description,Closed,High,John
408,5310,08-03-2024,Other,Sample complaint description,Open,High,Sergio
409,1988,30-01-2025,SIM Issue,Sample complaint description,In Progress,High,Gregory
410,5574,16-04-2024,SIM Issue,Sample complaint description,In Progress,Low,Kimberly
411,1794,08-12-2024,Billing Issue,Sample complaint description,Closed,Medium,Amy
412,5692,29-09-2024,SIM Issue,Sample complaint description,Open,Low,Isabella
413,2036,10-12-2023,Other,Sample complaint description,Open,Medium,Christopher
414,3248,26-08-2025,Other,Sample complaint description,Closed,Medium,Angela
415,1642,18-07-2024,Network Issue,Sample complaint description,Open,High,Joan
416,4895,31-05-2024,Billing Issue,Sample complaint description,Open,High,Dawn
417,4757,01-09-2024,Network Issue,Sample complaint description,In Progress,Low,William
418,3799,06-10-2024,SIM Issue,Sample complaint description,Closed,Low,George
419,2687,18-08-2024,SIM Issue,Sample complaint description,Open,High,Martin
420,2015,08-11-2025,Billing Issue,Sample complaint description,Open,Low,Lisa
421,5541,04-08-2025,Billing Issue,Sample complaint description,Closed,Low,David
422,2555,26-05-2025,Billing Issue,Sample complaint description,Closed,Medium,Jacob
423,1715,06-06-2025,Other,Sample complaint description,In Progress,Medium,Juan
424,2084,18-07-2024,Billing Issue,Sample complaint description,Open,High,Valerie
425,372,27-01-2025,Other,Sample complaint description,Closed,Medium,Shelby
426,1115,05-12-2023,SIM Issue,Sample complaint description,Open,High,Jose
427,2444,17-03-2025,Network Issue,Sample complaint description,Open,Low,Lance
428,3502,26-11-2025,Network Issue,Sample complaint description,Closed,Medium,Tiffany
429,3540,15-07-2025,SIM Issue,Sample complaint description,Open,High,Brett
430,4178,20-05-2025,Network Issue,Sample complaint description,In Progress,Medium,Jose
431,586,30-08-2025,SIM Issue,Sample complaint description,In Progress,Medium,Tracey
432,788,06-02-2025,Billing Issue,Sample complaint description,Closed,Medium,Katherine
433,3762,10-07-2025,Other,Sample complaint description,Open,Low,Nathaniel
434,2012,14-09-2025,Network Issue,Sample complaint description,In Progress,Medium,Benjamin
435,4803,09-09-2025,Billing Issue,Sample complaint description,In Progress,Medium,Cesar
436,940,12-03-2025,Network Issue,Sample complaint description,Closed,Low,Kristin
437,1243,08-02-2024,SIM Issue,Sample complaint description,In Progress,Low,Joshua
438,2018,30-04-2024,Billing Issue,Sample complaint description,Open,High,Jacob
439,4434,30-12-2024,Other,Sample complaint description,Closed,High,Gerald
440,5497,26-07-2024,Network Issue,Sample complaint description,Open,Low,Elijah
441,1640,26-09-2025,SIM Issue,Sample complaint description,In Progress,Low,Dana
442,5924,21-03-2024,Network Issue,Sample complaint description,In Progress,Medium,Pamela
443,5213,10-10-2025,Network Issue,Sample complaint description,Closed,Low,David
444,4350,13-11-2024,Network Issue,Sample complaint description,In Progress,High,John
445,2633,22-06-2025,Other,Sample complaint description,Open,Medium,Jim
446,2204,30-10-2024,SIM Issue,Sample complaint description,In Progress,Low,Robert
447,943,14-11-2024,Network Issue,Sample complaint description,Open,Medium,Andrew
448,5674,06-11-2024,Billing Issue,Sample complaint description,Open,Medium,Christian
449,1281,10-02-2025,SIM Issue,Sample complaint description,In Progress,High,Danny
450,3374,25-12-2023,SIM Issue,Sample complaint description,In Progress,High,Michelle
451,855,18-05-2025,Billing Issue,Sample complaint description,In Progress,Low,David
452,2774,03-01-2025,SIM Issue,Sample complaint description,Open,Low,Michele
453,2927,25-11-2025,SIM Issue,Sample complaint description,In Progress,High,Danielle
454,2984,26-01-2024,Other,Sample complaint description,In Progress,Medium,Virginia
455,1330,14-03-2025,Network Issue,Sample complaint description,In Progress,Medium,Samantha
456,5464,23-07-2024,Billing Issue,Sample complaint description,Closed,Low,Douglas
457,4223,20-11-2024,Network Issue,Sample complaint description,In Progress,Medium,Eric
458,4667,16-09-2025,Billing Issue,Sample complaint description,In Progress,High,Christopher
459,188,07-09-2024,SIM Issue,Sample complaint description,Open,High,Tamara
460,5447,27-12-2023,Billing Issue,Sample complaint description,In Progress,High,Sharon
461,2095,17-12-2024,Billing Issue,Sample complaint description,Open,Low,Chad
462,63,28-10-2025,Network Issue,Sample complaint description,Open,Low,Randy
463,986,01-11-2024,Billing Issue,Sample complaint description,Closed,High,Ralph
464,3718,22-07-2025,SIM Issue,Sample complaint description,In Progress,Medium,Darlene
465,213,29-12-2023,Other,Sample complaint description,Open,High,Rebecca
466,1078,29-08-2024,SIM Issue,Sample complaint description,In Progress,Low,Mitchell
467,2423,23-07-2025,Other,Sample complaint description,In Progress,High,Robert
468,2536,28-05-2024,Network Issue,Sample complaint description,In Progress,Low,Christopher
469,4143,15-08-2024,Network Issue,Sample complaint description,In Progress,Medium,Jennifer
470,1849,22-04-2024,SIM Issue,Sample complaint description,Open,High,Michelle
471,1285,16-08-2025,Other,Sample complaint description,Open,Medium,Philip
472,2464,16-02-2024,Other,Sample complaint description,Open,Medium,Cathy
473,3882,27-07-2025,SIM Issue,Sample complaint description,Closed,Low,Brenda
474,2620,26-10-2025,SIM Issue,Sample complaint description,Closed,High,Sarah
475,5864,29-04-2025,Network Issue,Sample complaint description,Open,High,Guy
476,269,29-01-2024,Network Issue,Sample complaint description,In Progress,Low,Kara
477,1864,12-05-2025,Other,Sample complaint description,In Progress,Medium,Michelle
478,1257,14-01-2025,Network Issue,Sample complaint description,In Progress,Medium,Leonard
479,943,11-10-2025,SIM Issue,Sample complaint description,In Progress,Low,Brian
480,1956,13-06-2024,Other,Sample complaint description,Open,Low,Steven
481,4690,30-05-2024,Billing Issue,Sample complaint description,Closed,Low,Jessica
482,4672,07-02-2024,Billing Issue,Sample complaint description,Open,Medium,Michael
483,607,30-08-2024,Network Issue,Sample complaint description,Closed,High,Melissa
484,2774,07-12-2023,SIM Issue,Sample complaint description,Open,Medium,Connie
485,2636,18-06-2025,Billing Issue,Sample complaint description,Open,Low,Jason
486,1002,06-01-2024,Network Issue,Sample complaint description,Open,High,Rebecca
487,1756,08-10-2024,SIM Issue,Sample complaint description,In Progress,Low,Jennifer
488,3400,13-03-2025,SIM Issue,Sample complaint description,Open,High,Anthony
489,1262,09-04-2025,Billing Issue,Sample complaint description,Open,Medium,Lauren
490,3923,31-12-2023,SIM Issue,Sample complaint description,In Progress,High,Rebecca
491,4719,11-08-2025,Other,Sample complaint description,In Progress,Medium,Elizabeth
492,2172,05-02-2025,Billing Issue,Sample complaint description,Closed,Medium,Brian
493,5054,01-04-2025,Other,Sample complaint description,Closed,Low,Daniel
494,5275,16-07-2025,Network Issue,Sample complaint description,Closed,Low,Felicia
495,2705,13-04-2025,Other,Sample complaint description,Closed,High,James
496,4644,26-10-2024,Network Issue,Sample complaint description,Closed,Low,Christina
497,4126,03-03-2024,Billing Issue,Sample complaint description,Open,Medium,Lisa
498,3411,31-01-2024,SIM Issue,Sample complaint description,Open,High,Mark
499,5410,27-01-2024,Network Issue,Sample complaint description,Closed,Low,Jessica
500,589,27-03-2024,SIM Issue,Sample complaint description,Open,High,Catherine
501,4242,01-08-2024,Billing Issue,Sample complaint description,In Progress,Low,Christina
502,264,04-03-2024,SIM Issue,Sample complaint description,Closed,Low,Robert
503,724,07-04-2024,Other,Sample complaint description,Open,High,Erica
504,2858,20-01-2025,Billing Issue,Sample complaint description,Open,Medium,Patrick
505,1954,04-07-2025,SIM Issue,Sample complaint description,Open,Medium,John
506,2,20-11-2024,SIM Issue,Sample complaint description,Closed,High,Charles
507,322,19-12-2023,Billing Issue,Sample complaint description,Closed,Medium,Charles
508,3926,29-06-2025,Network Issue,Sample complaint description,In Progress,Low,Theresa
509,2605,17-09-2024,SIM Issue,Sample complaint description,Closed,High,Angela
510,755,12-01-2024,Other,Sample complaint description,Open,High,Jeffrey
511,1818,16-02-2024,Network Issue,Sample complaint description,In Progress,High,Angela
512,1321,30-01-2025,Network Issue,Sample complaint description,Closed,Medium,Elizabeth
513,5280,09-07-2024,Other,Sample complaint description,Closed,Low,Lori
514,925,28-01-2025,Billing Issue,Sample complaint description,In Progress,Medium,Christian
515,4960,09-04-2025,SIM Issue,Sample complaint description,Open,High,Amanda
516,1235,31-08-2024,Other,Sample complaint description,In Progress,Low,Shawn
517,4965,23-11-2024,Other,Sample complaint description,Open,Low,Jonathon
518,3603,01-04-2025,Other,Sample complaint description,Closed,High,Kristina
519,426,17-07-2024,Billing Issue,Sample complaint description,Closed,Medium,Elizabeth
520,1727,06-06-2025,Billing Issue,Sample complaint description,In Progress,Medium,Stephen
521,1844,13-01-2025,Network Issue,Sample complaint description,Open,High,Brian
522,1607,01-11-2025,Network Issue,Sample complaint description,Open,Low,Kelly
523,3464,15-07-2025,SIM Issue,Sample complaint description,In Progress,Low,John
524,2664,23-12-2024,Billing Issue,Sample complaint description,In Progress,Medium,Christine
525,3421,16-10-2024,Other,Sample complaint description,Open,Low,Matthew
526,4007,28-06-2024,Other,Sample complaint description,Closed,Low,Bonnie
527,1750,12-02-2025,SIM Issue,Sample complaint description,In Progress,Medium,Megan
528,2415,02-04-2025,Other,Sample complaint description,Open,Medium,Ryan
529,3456,26-06-2025,Network Issue,Sample complaint description,In Progress,Low,Allison
530,960,31-01-2025,Other,Sample complaint description,Open,Low,Donald
531,4513,22-04-2024,Billing Issue,Sample complaint description,Closed,Medium,David
532,3444,05-03-2024,Billing Issue,Sample complaint description,Open,High,Angela
533,2033,24-06-2024,SIM Issue,Sample complaint description,Closed,Low,Gina
534,2195,30-01-2024,Other,Sample complaint description,Open,Low,James
535,3339,03-06-2025,Billing Issue,Sample complaint description,Closed,High,Danielle
536,3700,29-06-2025,Network Issue,Sample complaint description,In Progress,Medium,Chad
537,2356,13-07-2025,SIM Issue,Sample complaint description,Closed,Low,Robert
538,1012,02-08-2025,Other,Sample complaint description,Closed,High,Austin
539,5837,08-10-2025,SIM Issue,Sample complaint description,In Progress,Medium,Michael
540,4382,26-04-2024,SIM Issue,Sample complaint description,Closed,Medium,Steven
541,3193,17-10-2025,Network Issue,Sample complaint description,Closed,Low,Brett
542,762,22-09-2025,Billing Issue,Sample complaint description,Closed,Low,Tony
543,5908,14-01-2024,SIM Issue,Sample complaint description,Closed,High,Patricia
544,5312,08-05-2025,Network Issue,Sample complaint description,In Progress,Low,Krista
545,1051,06-10-2025,Other,Sample complaint description,Open,Low,Evan
546,617,02-05-2025,Network Issue,Sample complaint description,Open,Low,Kelsey
547,1005,03-06-2024,SIM Issue,Sample complaint description,Open,Low,John
548,4293,17-08-2025,Other,Sample complaint description,Open,Low,Kyle
549,3306,03-08-2025,Other,Sample complaint description,In Progress,High,Daniel
550,128,30-10-2025,Network Issue,Sample complaint description,Open,High,Joseph
551,2273,23-06-2024,Other,Sample complaint description,Closed,High,Lawrence
552,2332,26-04-2024,Other,Sample complaint description,In Progress,High,Kathleen
553,3334,11-04-2024,Network Issue,Sample complaint description,Closed,Medium,Alexis
554,2309,28-11-2024,SIM Issue,Sample complaint description,In Progress,Low,Roy
555,1560,23-10-2024,Network Issue,Sample complaint description,Open,Low,Barry
556,5194,09-04-2025,SIM Issue,Sample complaint description,Closed,Medium,Walter
557,385,28-01-2025,SIM Issue,Sample complaint description,Open,High,Patrick
558,4118,04-09-2024,Other,Sample complaint description,Open,Low,Janice
559,2952,06-05-2025,Network Issue,Sample complaint description,In Progress,Low,Allen
560,3718,01-04-2024,Other,Sample complaint description,Open,High,Christopher
561,5867,29-02-2024,Network Issue,Sample complaint description,In Progress,High,Christine
562,5055,05-12-2024,Other,Sample complaint description,Closed,Medium,Gabrielle
563,4328,29-01-2024,SIM Issue,Sample complaint description,Closed,High,Michael
