plan_id,plan_name,price,validity_days,data_per_day_gb,sms_per_day,unlimited_calls,plan_type
490,Airtel 299,299,84,2,200,TRUE,Prepaid
491,Airtel 399,299,28,3,200,FALSE,Postpaid
492,Airtel 199,399,56,2,200,FALSE,Prepaid
493,Airtel 499,599,56,1,300,FALSE,Postpaid
494,Airtel 299,599,56,1.5,100,TRUE,Prepaid
495,Airtel 299,299,84,2,200,FALSE,Postpaid
496,Airtel 299,599,56,1.5,200,TRUE,Prepaid
497,Airtel 199,399,84,1.5,300,FALSE,Postpaid
498,Airtel 499,499,84,2,300,FALSE,Prepaid
499,Airtel 299,499,56,1.5,300,FALSE,Prepaid
500,Airtel 399,499,56,2,300,FALSE,Prepaid
501,Airtel 299,499,84,1,200,TRUE,Postpaid
502,Airtel 499,499,56,1.5,200,TRUE,Postpaid
503,Airtel 499,399,28,2,100,TRUE,Prepaid
504,Airtel 299,199,84,3,200,FALSE,Postpaid
505,Airtel 199,199,28,1.5,100,FALSE,Postpaid
506,Airtel 299,499,84,1,100,FALSE,Postpaid
507,Airtel 499,199,56,1,100,TRUE,Postpaid
508,Airtel 499,499,28,3,200,TRUE,Prepaid
509,Airtel 499,399,28,2,300,TRUE,Prepaid
510,Airtel 399,199,56,1,300,FALSE,Prepaid
511,Airtel 299,299,84,1.5,100,FALSE,Prepaid
512,Airtel 199,499,84,1,300,FALSE,Prepaid
513,Airtel 299,299,28,3,200,FALSE,Postpaid
514,Airtel 399,299,56,3,100,FALSE,Postpaid
515,Airtel 499,199,28,2,300,TRUE,Prepaid
516,Airtel 499,399,56,1.5,100,TRUE,Postpaid
517,Airtel 199,599,28,2,100,FALSE,Prepaid
518,Airtel 499,599,84,3,100,FALSE,Prepaid
519,Airtel 399,599,56,3,200,FALSE,Prepaid
520,Airtel 299,599,84,1.5,300,FALSE,Postpaid
521,Airtel 299,499,56,3,300,FALSE,Prepaid
522,Airtel 199,399,84,3,100,TRUE,Prepaid
523,Airtel 199,399,28,2,300,FALSE,Postpaid
524,Airtel 199,399,28,3,200,TRUE,Prepaid
525,Airtel 499,599,28,2,200,FALSE,Prepaid
526,Airtel 399,399,84,3,200,TRUE,Postpaid
527,Airtel 399,499,28,1,300,TRUE,Postpaid
528,Airtel 399,299,84,1,200,TRUE,Postpaid
529,Airtel 499,399,56,1.5,300,FALSE,Prepaid
530,Airtel 399,499,84,1,100,TRUE,Postpaid
531,Airtel 199,299,28,3,200,TRUE,Prepaid
532,Airtel 299,199,56,1.5,200,TRUE,Prepaid
533,Airtel 399,399,56,2,100,TRUE,Postpaid
534,Airtel 199,599,84,1.5,200,FALSE,Prepaid
535,Airtel 299,299,28,1,300,TRUE,Postpaid
536,Airtel 299,199,84,1.5,300,FALSE,Postpaid
537,Airtel 199,199,28,3,100,TRUE,Postpaid
538,Airtel 299,299,56,2,200,TRUE,Postpaid
539,Airtel 199,399,28,2,300,FALSE,Postpaid
540,Airtel 299,599,84,1,100,FALSE,Postpaid
541,Airtel 499,299,56,2,100,TRUE,Postpaid
542,Airtel 399,299,56,2,300,TRUE,Prepaid
543,Airtel 299,599,84,1.5,100,FALSE,Prepaid
544,Airtel 299,499,56,2,200,FALSE,Prepaid
545,Airtel 199,199,28,3,200,FALSE,Postpaid
546,Airtel 499,499,84,2,200,TRUE,Prepaid
547,Airtel 199,299,84,1.5,100,TRUE,Postpaid
548,Airtel 499,599,28,1,200,TRUE,Postpaid
549,Airtel 499,599,56,1.5,300,TRUE,Postpaid
550,Airtel 399,599,28,1.5,300,TRUE,Prepaid
551,Airtel 399,199,56,3,300,TRUE,Prepaid
552,Airtel 299,399,56,1.5,100,TRUE,Postpaid
553,Airtel 499,499,56,1,100,TRUE,Postpaid
554,Airtel 499,499,56,3,200,TRUE,Prepaid
555,Airtel 199,399,28,3,300,TRUE,Postpaid
556,Airtel 499,599,84,3,100,TRUE,Postpaid
557,Airtel 399,499,56,1.5,100,TRUE,Postpaid
558,Airtel 499,499,28,3,100,FALSE,Postpaid
559,Airtel 399,499,84,3,300,FALSE,Postpaid
560,Airtel 199,399,84,3,200,FALSE,Prepaid
561,Airtel 399,499,56,1,200,FALSE,Postpaid
562,Airtel 399,499,84,3,300,FALSE,Prepaid
563,Airtel 299,499,28,1,200,TRUE,Prepaid
564,Airtel 299,299,84,1,300,TRUE,Prepaid
565,Airtel 399,399,84,1,200,TRUE,Prepaid
566,Airtel 499,499,56,1,200,TRUE,Prepaid
567,Airtel 499,299,84,3,300,FALSE,Prepaid
568,Airtel 199,499,56,1.5,200,FALSE,Prepaid
569,Airtel 199,299,28,1.5,100,TRUE,Postpaid
570,Airtel 199,599,28,1,300,FALSE,Prepaid
571,Airtel 399,399,56,1.5,200,FALSE,Postpaid
572,Airtel 299,499,28,1,300,TRUE,Prepaid
573,Airtel 299,199,28,1.5,300,TRUE,Postpaid
574,Airtel 399,299,84,3,300,FALSE,Postpaid
575,Airtel 199,399,56,3,100,FALSE,Postpaid
576,Airtel 199,399,28,1.5,100,FALSE,Prepaid
577,Airtel 199,599,56,3,100,TRUE,Postpaid
578,Airtel 499,399,84,1.5,300,FALSE,Postpaid
579,Airtel 399,399,56,1.5,200,FALSE,Postpaid
580,Airtel 299,599,56,3,100,TRUE,Postpaid
581,Airtel 199,399,28,1,200,FALSE,Postpaid
582,Airtel 499,199,28,2,200,TRUE,Postpaid
583,Airtel 499,399,56,3,100,TRUE,Prepaid
584,Airtel 399,199,28,2,100,FALSE,Prepaid
585,Airtel 299,399,56,2,100,FALSE,Prepaid
586,Airtel 499,499,84,1,200,TRUE,Prepaid
587,Airtel 299,499,84,1.5,100,FALSE,Postpaid
588,Airtel 199,299,56,1.5,300,FALSE,Postpaid
589,Airtel 299,299,84,3,100,TRUE,Postpaid
590,Airtel 299,499,84,1.5,300,FALSE,Prepaid
591,Airtel 499,499,28,3,100,FALSE,Prepaid
592,Airtel 299,499,28,1.5,200,TRUE,Prepaid
593,Airtel 399,399,84,2,100,FALSE,Postpaid
594,Airtel 499,599,84,2,200,TRUE,Prepaid
595,Airtel 499,199,56,1.5,300,FALSE,Postpaid
596,Airtel 399,399,56,1,200,FALSE,Prepaid
597,Airtel 299,399,56,2,100,FALSE,Postpaid
598,Airtel 399,499,28,1.5,100,FALSE,Postpaid
599,Airtel 399,599,84,1.5,300,TRUE,Prepaid
600,Airtel 199,499,84,3,200,TRUE,Postpaid
601,Airtel 499,499,56,3,300,FALSE,Postpaid
602,Airtel 199,599,28,1.5,100,FALSE,Postpaid
603,Airtel 499,499,28,2,100,FALSE,Prepaid
604,Airtel 399,499,84,3,200,TRUE,Postpaid
605,Airtel 399,499,84,3,300,TRUE,Postpaid
606,Airtel 399,499,56,1,100,FALSE,Prepaid
607,Airtel 199,299,28,1.5,100,FALSE,Prepaid
608,Airtel 399,599,28,1,300,FALSE,Prepaid
609,Airtel 399,299,84,1,100,FALSE,Prepaid
610,Airtel 499,199,56,3,300,TRUE,Postpaid
611,Airtel 199,599,28,2,100,FALSE,Prepaid
612,Airtel 299,599,28,1,200,TRUE,Postpaid
613,Airtel 199,299,84,1,100,FALSE,Postpaid
614,Airtel 199,199,28,1.5,200,TRUE,Prepaid
615,Airtel 199,199,84,2,300,TRUE,Postpaid
616,Airtel 499,399,28,1,200,FALSE,Prepaid
617,Airtel 299,599,28,1,200,FALSE,Prepaid
618,Airtel 299,499,28,1,100,TRUE,Prepaid
619,Airtel 199,299,84,1,300,FALSE,Prepaid
620,Airtel 399,299,28,2,200,TRUE,Postpaid
621,Airtel 399,299,28,3,300,FALSE,Postpaid
622,Airtel 299,399,28,1,100,TRUE,Prepaid
623,Airtel 499,299,84,3,300,FALSE,Postpaid
624,Airtel 299,399,28,1,200,FALSE,Postpaid
625,Airtel 499,499,28,1,300,TRUE,Postpaid
626,Airtel 499,399,28,1,200,TRUE,Postpaid
627,Airtel 199,199,28,1,200,FALSE,Postpaid
628,Airtel 299,499,56,1,300,TRUE,Prepaid
629,Airtel 499,399,28,1,300,TRUE,Prepaid
630,Airtel 399,299,84,2,100,FALSE,Prepaid
631,Airtel 499,199,84,1,200,FALSE,Prepaid
632,Airtel 199,199,28,1.5,300,FALSE,Postpaid
633,Airtel 399,299,84,1,300,TRUE,Postpaid
634,Airtel 299,399,56,1,200,FALSE,Postpaid
635,Airtel 499,499,56,1.5,300,TRUE,Postpaid
636,Airtel 399,299,84,3,300,FALSE,Prepaid
637,Airtel 199,299,84,2,300,FALSE,Prepaid
638,Airtel 399,399,56,2,100,FALSE,Prepaid
639,Airtel 199,499,84,1.5,200,TRUE,Postpaid
640,Airtel 399,499,84,3,200,FALSE,Prepaid
641,Airtel 499,399,84,1,200,FALSE,Prepaid
642,Airtel 399,499,84,1,200,FALSE,Postpaid
643,Airtel 399,599,56,1.5,200,FALSE,Postpaid
644,Airtel 399,399,28,2,200,FALSE,Prepaid
645,Airtel 299,499,28,2,200,FALSE,Prepaid
646,Airtel 499,299,28,1.5,300,TRUE,Postpaid
647,Airtel 199,299,28,3,200,FALSE,Postpaid
648,Airtel 499,499,28,3,200,FALSE,Postpaid
649,Airtel 199,599,28,1,100,TRUE,Prepaid
650,Airtel 199,199,56,1.5,200,TRUE,Prepaid
651,Airtel 499,299,28,2,100,TRUE,Postpaid
652,Airtel 399,599,56,1,200,FALSE,Prepaid
653,Airtel 299,599,28,2,300,FALSE,Postpaid
654,Airtel 499,199,28,1,200,TRUE,Postpaid
655,Airtel 499,299,28,1.5,200,TRUE,Postpaid
656,Airtel 199,299,28,1.5,300,TRUE,Prepaid
657,Airtel 199,499,84,1,300,TRUE,Prepaid
658,Airtel 399,599,56,1.5,200,TRUE,Postpaid
659,Airtel 499,299,56,1.5,200,FALSE,Prepaid
660,Airtel 299,399,28,3,100,TRUE,Postpaid
661,Airtel 299,399,28,1.5,300,TRUE,Postpaid
662,Airtel 399,499,56,1,100,TRUE,Prepaid
663,Airtel 199,499,84,1,300,FALSE,Prepaid
664,Airtel 499,199,84,3,300,FALSE,Postpaid
665,Airtel 199,299,84,1.5,100,TRUE,Prepaid
666,Airtel 199,499,84,1,200,FALSE,Prepaid
667,Airtel 399,499,56,1.5,100,TRUE,Prepaid
668,Airtel 499,299,84,1,100,TRUE,Postpaid
669,Airtel 399,299,56,1,100,FALSE,Prepaid
670,Airtel 399,199,28,1,200,FALSE,Prepaid
671,Airtel 199,199,56,3,300,TRUE,Prepaid
672,Airtel 299,599,28,2,200,TRUE,Postpaid
673,Airtel 399,499,28,1,100,TRUE,Prepaid
674,Airtel 399,299,28,1,300,TRUE,Postpaid
675,Airtel 499,299,28,2,100,TRUE,Postpaid
676,Airtel 399,399,84,2,300,TRUE,Prepaid
677,Airtel 399,199,56,2,100,FALSE,Prepaid
678,Airtel 399,299,56,1.5,200,TRUE,Postpaid
679,Airtel 199,599,84,3,100,TRUE,Postpaid
680,Airtel 299,299,84,1,200,TRUE,Postpaid
681,Airtel 199,299,28,3,100,TRUE,Postpaid
682,Airtel 299,399,28,1.5,100,FALSE,Postpaid
683,Airtel 499,199,84,1,300,TRUE,Postpaid
684,Airtel 299,599,84,1,200,FALSE,Prepaid
685,Airtel 199,399,56,1,100,TRUE,Postpaid
686,Airtel 199,599,56,1,200,FALSE,Prepaid
687,Airtel 299,199,28,1,100,TRUE,Prepaid
688,Airtel 499,499,28,2,200,FALSE,Postpaid
689,Airtel 299,399,84,2,300,TRUE,Prepaid
690,Airtel 499,299,84,1.5,200,FALSE,Prepaid
691,Airtel 299,599,84,1.5,300,TRUE,Prepaid
692,Airtel 199,399,84,1.5,300,FALSE,Prepaid
693,Airtel 199,599,56,2,300,TRUE,Prepaid
694,Airtel 399,499,84,1.5,300,FALSE,Postpaid
695,Airtel 299,399,28,1.5,300,FALSE,Prepaid
696,Airtel 399,299,28,1.5,100,FALSE,Postpaid
697,Airtel 499,299,84,3,200,TRUE,Postpaid
698,Airtel 299,599,56,1,200,FALSE,Prepaid
699,Airtel 299,499,28,2,300,FALSE,Postpaid
700,Airtel 199,499,56,1,100,TRUE,Prepaid
701,Airtel 199,299,56,2,200,TRUE,Postpaid
702,Airtel 399,599,84,2,100,FALSE,Postpaid
703,Airtel 499,199,56,2,200,TRUE,Postpaid
704,Airtel 399,499,56,1,100,FALSE,Prepaid
705,Airtel 499,599,84,2,300,FALSE,Prepaid
706,Airtel 299,199,28,2,100,FALSE,Postpaid
707,Airtel 199,599,56,1,200,FALSE,Postpaid
708,Airtel 499,599,28,1,300,FALSE,Prepaid
709,Airtel 399,599,28,3,100,FALSE,Prepaid
710,Airtel 299,499,28,1,300,TRUE,Prepaid
711,Airtel 499,399,56,1,300,TRUE,Prepaid
712,Airtel 399,299,84,1.5,300,FALSE,Prepaid
713,Airtel 499,199,56,3,200,FALSE,Postpaid
714,Airtel 199,199,84,2,100,FALSE,Prepaid
715,Airtel 299,199,56,3,100,TRUE,Prepaid
716,Airtel 299,499,28,3,200,FALSE,Prepaid
717,Airtel 199,199,28,1.5,300,TRUE,Prepaid
718,Airtel 199,199,56,2,200,TRUE,Prepaid
719,Airtel 399,199,84,2,200,FALSE,Prepaid
720,Airtel 499,599,84,1,100,TRUE,Postpaid
721,Airtel 399,499,28,2,200,TRUE,Prepaid
722,Airtel 299,599,28,1.5,300,TRUE,Prepaid
723,Airtel 499,599,56,3,300,TRUE,Prepaid
724,Airtel 399,299,84,1,300,FALSE,Postpaid
725,Airtel 399,599,28,1,100,FALSE,Prepaid
726,Airtel 199,499,56,3,300,TRUE,Postpaid
727,Airtel 199,199,28,2,300,TRUE,Prepaid
728,Airtel 399,499,28,3,200,FALSE,Prepaid
729,Airtel 199,599,56,3,100,FALSE,Prepaid
730,Airtel 299,499,28,1,100,TRUE,Prepaid
731,Airtel 199,299,84,1.5,100,FALSE,Prepaid
732,Airtel 199,199,56,1,300,TRUE,Prepaid
733,Airtel 199,199,56,3,200,FALSE,Postpaid
734,Airtel 399,599,84,1,300,FALSE,Postpaid
735,Airtel 199,499,56,1.5,300,TRUE,Prepaid
736,Airtel 499,399,84,1.5,200,TRUE,Postpaid
737,Airtel 299,399,84,2,200,TRUE,Prepaid
738,Airtel 399,299,28,3,300,TRUE,Postpaid
739,Airtel 399,499,28,3,100,TRUE,Prepaid
740,Airtel 499,499,56,3,100,FALSE,Postpaid
741,Airtel 299,399,56,2,200,TRUE,Postpaid
742,Airtel 499,599,84,1.5,100,TRUE,Prepaid
743,Airtel 499,199,56,1,200,TRUE,Postpaid
744,Airtel 299,399,56,2,300,FALSE,Postpaid
745,Airtel 499,599,84,1.5,300,TRUE,Prepaid
746,Airtel 199,199,56,1,200,FALSE,Postpaid
747,Airtel 299,199,28,1.5,200,FALSE,Postpaid
748,Airtel 399,199,28,1.5,200,FALSE,Prepaid
749,Airtel 299,299,84,2,300,FALSE,Prepaid
750,Airtel 299,299,84,3,100,TRUE,Postpaid
751,Airtel 299,399,84,1.5,200,TRUE,Prepaid
752,Airtel 299,499,28,1,300,FALSE,Prepaid
753,Airtel 199,399,56,1.5,100,TRUE,Postpaid
754,Airtel 499,599,84,1,200,FALSE,Postpaid
755,Airtel 499,299,28,2,200,FALSE,Postpaid
756,Airtel 499,599,56,3,100,FALSE,Postpaid
757,Airtel 199,499,28,1.5,100,TRUE,Prepaid
758,Airtel 199,299,28,3,100,FALSE,Prepaid
759,Airtel 299,599,28,2,300,TRUE,Postpaid
760,Airtel 199,599,28,1,300,FALSE,Postpaid
761,Airtel 299,499,56,3,200,TRUE,Prepaid
762,Airtel 399,299,28,1,300,FALSE,Prepaid
763,Airtel 399,399,28,1,100,FALSE,Postpaid
764,Airtel 299,499,28,2,300,TRUE,Prepaid
765,Airtel 499,599,56,3,200,FALSE,Prepaid
766,Airtel 299,199,56,2,200,TRUE,Prepaid
767,Airtel 499,299,84,1.5,300,TRUE,Postpaid
768,Airtel 499,499,84,2,300,FALSE,Postpaid
769,Airtel 399,499,84,1,100,FALSE,Prepaid
770,Airtel 399,399,56,1.5,300,TRUE,Prepaid
771,Airtel 499,499,84,1.5,100,FALSE,Prepaid
772,Airtel 499,399,84,2,300,FALSE,Postpaid
773,Airtel 299,199,56,1,100,TRUE,Prepaid
774,Airtel 299,299,56,1,300,TRUE,Postpaid
775,Airtel 299,199,84,2,300,FALSE,Prepaid
776,Airtel 399,399,28,3,100,FALSE,Postpaid
777,Airtel 499,299,28,3,100,TRUE,Prepaid
778,Airtel 499,399,28,1,200,FALSE,Prepaid
779,Airtel 399,599,28,1,200,TRUE,Postpaid
780,Airtel 499,499,28,1.5,300,TRUE,Prepaid
781,Airtel 399,599,56,3,300,FALSE,Prepaid
782,Airtel 199,499,28,1,200,FALSE,Postpaid
783,Airtel 199,299,28,2,300,FALSE,Postpaid
784,Airtel 199,399,28,1,300,TRUE,Postpaid
785,Airtel 499,299,56,1,100,TRUE,Postpaid
786,Airtel 499,299,84,2,300,TRUE,Prepaid
787,Airtel 499,499,84,1.5,100,TRUE,Prepaid
788,Airtel 199,399,84,1.5,300,FALSE,Postpaid
789,Airtel 199,199,84,3,300,FALSE,Prepaid
790,Airtel 399,499,56,1,300,FALSE,Prepaid
791,Airtel 399,299,56,1,300,FALSE,Prepaid
792,Airtel 399,199,56,2,200,FALSE,Postpaid
793,Airtel 299,299,56,1,300,FALSE,Prepaid
794,Airtel 199,599,56,1.5,200,TRUE,Prepaid
795,Airtel 399,399,28,3,100,FALSE,Postpaid
796,Airtel 499,599,28,3,100,TRUE,Prepaid
797,Airtel 399,199,84,1,200,FALSE,Postpaid
798,Airtel 199,199,56,3,200,TRUE,Postpaid
799,Airtel 399,299,56,3,100,FALSE,Postpaid
800,Airtel 199,199,28,2,100,FALSE,Postpaid
801,Airtel 299,599,84,1.5,100,TRUE,Postpaid
802,Airtel 299,199,28,1,300,FALSE,Prepaid
803,Airtel 499,599,28,1,300,TRUE,Postpaid
804,Airtel 499,299,28,3,100,FALSE,Postpaid
805,Airtel 499,399,56,3,200,FALSE,Prepaid
806,Airtel 299,599,84,3,100,FALSE,Prepaid
807,Airtel 399,499,56,1.5,200,FALSE,Postpaid
808,Airtel 499,199,28,1.5,200,FALSE,Postpaid
809,Airtel 299,399,28,1,200,FALSE,Postpaid
810,Airtel 299,299,56,1.5,200,TRUE,Postpaid
811,Airtel 299,399,84,1.5,100,FALSE,Postpaid
812,Airtel 399,399,56,2,300,TRUE,Prepaid
813,Airtel 399,299,84,1,100,FALSE,Prepaid
814,Airtel 199,599,56,3,200,TRUE,Prepaid
815,Airtel 399,299,84,2,200,FALSE,Postpaid
816,Airtel 199,299,28,2,100,FALSE,Postpaid
817,Airtel 399,599,56,2,300,TRUE,Postpaid
818,Airtel 299,199,56,1.5,300,TRUE,Prepaid
819,Airtel 199,399,84,1.5,300,TRUE,Prepaid
820,Airtel 399,399,28,1,300,TRUE,Postpaid
821,Airtel 199,399,84,1.5,300,FALSE,Postpaid
822,Airtel 299,499,28,1,100,FALSE,Postpaid
823,Airtel 299,599,84,3,200,FALSE,Prepaid
824,Airtel 299,399,84,1.5,200,TRUE,Postpaid
825,Airtel 299,499,84,1,100,FALSE,Prepaid
826,Airtel 299,199,28,3,200,FALSE,Postpaid
827,Airtel 199,299,28,1,200,FALSE,Prepaid
828,Airtel 199,299,56,1.5,100,TRUE,Postpaid
829,Airtel 199,299,28,2,200,TRUE,Postpaid
830,Airtel 299,399,28,1.5,100,FALSE,Prepaid
831,Airtel 199,599,56,1,300,FALSE,Prepaid
832,Airtel 199,299,84,1.5,200,TRUE,Postpaid
833,Airtel 299,199,28,1,200,TRUE,Prepaid
834,Airtel 299,199,56,1.5,200,FALSE,Prepaid
835,Airtel 499,499,84,3,300,TRUE,Prepaid
836,Airtel 299,599,28,1,300,FALSE,Postpaid
837,Airtel 499,599,56,3,100,FALSE,Postpaid
838,Airtel 399,499,56,1,100,FALSE,Prepaid
839,Airtel 199,599,56,1,100,TRUE,Postpaid
840,Airtel 399,599,28,3,300,FALSE,Prepaid
841,Airtel 399,199,28,1.5,100,TRUE,Prepaid
842,Airtel 199,299,28,1,200,FALSE,Postpaid
843,Airtel 499,199,28,2,300,TRUE,Prepaid
844,Airtel 399,599,56,2,100,FALSE,Prepaid
845,Airtel 299,499,28,1,300,TRUE,Prepaid
846,Airtel 199,199,84,3,100,TRUE,Postpaid
847,Airtel 299,599,56,3,200,TRUE,Postpaid
848,Airtel 199,199,56,2,200,FALSE,Prepaid
849,Airtel 499,399,28,1.5,300,TRUE,Postpaid
850,Airtel 399,399,28,3,200,FALSE,Prepaid
851,Airtel 399,499,84,1.5,300,FALSE,Postpaid
852,Airtel 199,199,56,1,100,FALSE,Postpaid
853,Airtel 199,399,56,1.5,300,FALSE,Prepaid
854,Airtel 499,599,84,3,100,FALSE,Postpaid
855,Airtel 499,499,84,2,200,TRUE,Prepaid
856,Airtel 199,499,56,3,300,TRUE,Prepaid
857,Airtel 299,599,56,1,200,FALSE,Postpaid
858,Airtel 399,299,84,1,300,FALSE,Prepaid
859,Airtel 199,399,56,3,300,FALSE,Prepaid
860,Airtel 499,299,28,1,300,FALSE,Prepaid
861,Airtel 299,399,84,2,200,TRUE,Postpaid
862,Airtel 399,599,84,3,100,TRUE,Postpaid
863,Airtel 199,299,56,3,200,FALSE,Postpaid
864,Airtel 299,599,84,1,300,TRUE,Postpaid
865,Airtel 499,299,28,2,100,TRUE,Prepaid
866,Airtel 499,399,56,1.5,300,TRUE,Postpaid
867,Airtel 199,499,28,1,200,FALSE,Postpaid
868,Airtel 499,499,84,2,300,FALSE,Prepaid
869,Airtel 499,299,84,1,200,FALSE,Prepaid
870,Airtel 399,199,56,3,200,FALSE,Postpaid
871,Airtel 199,399,28,1,200,FALSE,Postpaid
872,Airtel 499,199,56,1.5,100,FALSE,Prepaid
873,Airtel 499,399,84,1.5,100,FALSE,Postpaid
874,Airtel 199,599,84,1.5,200,FALSE,Postpaid
875,Airtel 299,499,56,1,200,TRUE,Postpaid
876,Airtel 399,399,84,3,100,TRUE,Postpaid
877,Airtel 399,299,28,1,100,TRUE,Prepaid
878,Airtel 299,199,28,3,100,TRUE,Prepaid
879,Airtel 299,599,56,2,300,FALSE,Postpaid
880,Airtel 199,199,84,2,200,FALSE,Prepaid
881,Airtel 399,199,56,3,200,FALSE,Prepaid
882,Airtel 299,199,56,1.5,100,TRUE,Postpaid
883,Airtel 499,399,84,1.5,200,TRUE,Postpaid
884,Airtel 199,399,56,1.5,100,TRUE,Postpaid
885,Airtel 399,499,84,2,300,FALSE,Postpaid
886,Airtel 299,599,28,1.5,100,FALSE,Prepaid
887,Airtel 399,599,84,3,200,FALSE,Postpaid
888,Airtel 299,199,84,2,200,TRUE,Prepaid
889,Airtel 199,399,84,2,300,FALSE,Postpaid
890,Airtel 199,299,84,2,200,FALSE,Postpaid
891,Airtel 199,499,56,1,100,TRUE,Postpaid
892,Airtel 299,599,56,1,300,TRUE,Prepaid
893,Airtel 399,199,56,1,100,TRUE,Prepaid
894,Airtel 399,499,84,2,100,FALSE,Postpaid
895,Airtel 299,199,28,3,200,TRUE,Postpaid
896,Airtel 499,199,28,1.5,300,FALSE,Prepaid
897,Airtel 499,399,56,1.5,200,FALSE,Prepaid
898,Airtel 399,399,84,3,100,TRUE,Postpaid
899,Airtel 399,199,56,3,100,FALSE,Prepaid
900,Airtel 499,199,28,1.5,100,TRUE,Postpaid
901,Airtel 199,499,28,1,100,TRUE,Prepaid
902,Airtel 299,599,56,3,100,FALSE,Postpaid
903,Airtel 299,599,84,2,100,FALSE,Postpaid
904,Airtel 199,299,84,1,100,FALSE,Postpaid
905,Airtel 299,499,56,3,300,FALSE,Prepaid
906,Airtel 199,599,56,2,300,FALSE,Postpaid
907,Airtel 499,399,28,1,100,TRUE,Postpaid
908,Airtel 499,499,28,2,300,TRUE,Postpaid
909,Airtel 399,499,56,1.5,300,FALSE,Prepaid
910,Airtel 499,299,56,1,300,TRUE,Prepaid
911,Airtel 199,299,56,3,100,FALSE,Prepaid
912,Airtel 499,299,56,1,300,FALSE,Postpaid
913,Airtel 399,599,84,2,100,TRUE,Prepaid
914,Airtel 299,499,84,2,300,TRUE,Prepaid
915,Airtel 499,399,28,1.5,200,TRUE,Postpaid
916,Airtel 399,399,28,1,100,TRUE,Postpaid
917,Airtel 399,499,84,3,100,FALSE,Prepaid
918,Airtel 499,199,84,2,100,TRUE,Postpaid
919,Airtel 499,499,84,3,100,FALSE,Postpaid
920,Airtel 199,299,28,3,200,FALSE,Postpaid
921,Airtel 199,399,84,1,100,TRUE,Prepaid
922,Airtel 199,299,28,1.5,100,FALSE,Prepaid
923,Airtel 499,299,84,2,300,FALSE,Prepaid
924,Airtel 199,399,56,3,100,FALSE,Postpaid
925,Airtel 499,299,84,1,100,TRUE,Prepaid
926,Airtel 299,399,56,2,300,TRUE,Postpaid
927,Airtel 299,299,56,2,200,FALSE,Prepaid
928,Airtel 299,199,56,1.5,100,FALSE,Postpaid
929,Airtel 399,499,84,2,200,FALSE,Prepaid
930,Airtel 299,499,28,2,100,TRUE,Postpaid
931,Airtel 299,399,84,2,100,FALSE,Postpaid
932,Airtel 499,199,28,1,300,FALSE,Postpaid
933,Airtel 199,399,28,2,100,FALSE,Prepaid
934,Airtel 299,299,28,2,100,FALSE,Prepaid
935,Airtel 399,399,84,2,100,TRUE,Prepaid
936,Airtel 399,399,84,1.5,100,FALSE,Postpaid
937,Airtel 299,399,56,2,100,FALSE,Prepaid
938,Airtel 399,499,84,2,100,TRUE,Postpaid
939,Airtel 499,599,28,3,200,TRUE,Postpaid
940,Airtel 199,199,84,2,200,FALSE,Postpaid
941,Airtel 499,399,56,1,200,TRUE,Postpaid
942,Airtel 299,399,28,3,100,TRUE,Postpaid
943,Airtel 199,599,84,1,200,TRUE,Prepaid
944,Airtel 199,299,56,1.5,300,FALSE,Postpaid
945,Airtel 199,199,28,2,100,TRUE,Prepaid
946,Airtel 399,199,56,2,200,TRUE,Postpaid
947,Airtel 299,399,56,1,200,TRUE,Postpaid
948,Airtel 399,299,84,2,100,TRUE,Prepaid
949,Airtel 499,399,28,1,200,FALSE,Postpaid
950,Airtel 299,299,28,3,200,TRUE,Prepaid
951,Airtel 299,499,28,1.5,200,TRUE,Postpaid
952,Airtel 199,499,56,1.5,100,FALSE,Prepaid
953,Airtel 199,499,84,1.5,300,FALSE,Postpaid
954,Airtel 199,299,28,1.5,300,FALSE,Postpaid
955,Airtel 299,399,84,2,300,FALSE,Postpaid
956,Airtel 299,399,28,2,100,FALSE,Postpaid
957,Airtel 299,299,56,3,300,TRUE,Prepaid
958,Airtel 299,399,56,1.5,300,TRUE,Prepaid
959,Airtel 299,399,28,3,100,TRUE,Postpaid
960,Airtel 199,499,84,2,100,FALSE,Postpaid
961,Airtel 399,199,56,1,200,TRUE,Prepaid
962,Airtel 199,599,56,1.5,100,TRUE,Postpaid
963,Airtel 499,299,56,3,100,FALSE,Prepaid
964,Airtel 499,599,84,1,100,FALSE,Postpaid
965,Airtel 299,499,84,2,100,TRUE,Postpaid
966,Airtel 499,299,56,1.5,200,TRUE,Prepaid
967,Airtel 499,399,28,3,100,FALSE,Postpaid
968,Airtel 399,299,84,3,200,TRUE,Prepaid
969,Airtel 199,199,56,2,100,TRUE,Prepaid
970,Airtel 299,499,84,1,100,TRUE,Prepaid
971,Airtel 499,199,56,1,300,FALSE,Postpaid
972,Airtel 199,299,28,2,300,TRUE,Prepaid
973,Airtel 299,299,56,3,300,TRUE,Prepaid
974,Airtel 299,399,84,1.5,200,FALSE,Prepaid
975,Airtel 199,199,56,1.5,200,TRUE,Prepaid
976,Airtel 299,299,56,1.5,100,FALSE,Prepaid
977,Airtel 299,399,84,2,300,TRUE,Prepaid
978,Airtel 199,299,56,2,100,FALSE,Prepaid
